,review,sentiment
17675,"This is one of the few movies of this type I have reviewed, and enjoyed. While Clint Eastwood is his usual self, the overall story works well, even in the limits of Washington D.C.<br /><br />The theme: An assassin is tracking the president, and there is only one person who may save him.<br /><br />It cannot be easy to make a film which audiences enjoy these days, involving this arena. This film succeeds on several levels. Eastwood is his usual underplayed hero, wanting to save the President since the Kennedy era. He does well in this role, as does his foil, Reneee Russo ( an FBI agent) Overall well-done and suspenseful with extra stars for Malkovich. 9/10.",positive
48997,"Personally, I disdain The Jerry Springer Show, however, I found ""Ringmaster"" to be the funniest movie I've seen this year. The never-ending satire of Jerry Springer ""guests"" starting in the opening scene keeps you laughing throughout the movie. Despite a brief scene in which Jerry Springer makes a feeble attempt at justifying his existence, I definitely recommend this movie for sheer entertainment value.",positive
15152,"I wonder how the actors acted in this movie. Annette Bening was really herself, half in and half out, was she faking or being natural? It didn't make any difference considering that even if she had been walking on the ceiling it would not have changed the pattern of the film. Brian Cox acted really well. I almost thought that he had always acted this way, tricky, dishonest, in a dirty surrounding where nobody really cared about hygiene. As for Gwyneth Paltrow, the question is what she was doing in this film.<br /><br />This film is quite sickening and disgusting. Who would pay to see such a crap?",negative
33450,"This was the greatest movie I have ever seen in my life, the action was great, and i was so scared, there was a lot of gore WHICH MADE It GREAT, i would see it 1,000 more times, and Paris Hilton, D*MN she fine in that movie. But anyway, i would recommend it to anybody, even kids(like me) Adults like it to. You would probably have nightmares at night though, but beside that, IT IS AWESOMe, I CANT STOP BRAGGING ABOUT IT. EVER SINE AUGEST WHEN I HEARD ABOUT IT I BRAGGED AND BRAGGED and in school i gave out flyer's saying may 6 house of wax see it. i got my whole school into it. But anyway, i would definitely saySEE IT may 6 house of wax, be there It be slayed.",positive
39371,"Well, what can you say about sitcoms. There often quite lame, morale dedicative, and just plain. So is this show! It got a boring cast, although A.Bynes is okej in her perky way, the rest is just stereotypical crap....as always. We have all seen it before, and will probably see it all over again when this show is cancelled. Cause, lets face it, its a mediocre and self righteous show. As the most sitcoms are....<br /><br />Well, in short. If you wanna see some good entertainment, you can rather take a twenty minute pause in front of the mirror. Do some faces and move on.... Its more entertaining than this show!",negative
24844,"Kurosawa weaves a tale that has a cast of characters as diverse as any Shakespearean drama, and the acting is true to the story, with each star playing their role as a part of the larger tale. It is touching, funny and intriguing in all parts. The character development is near perfect, the cinematography is vivid and engaging, and the story draws you in.<br /><br />I would like to say that the ""Samurai freaks"" and those obsessed with late 18th and 19th century dynastic tales of Japan may snub this film as not Kurosawa's best work. Perhaps not his best, but even at his worst, Kurosawa is better than many of the best. This story is so based in elevating the mundane lives of ordinary people in a time of great change, that it is timeless, despite being set in the not-so-distant past.<br /><br />I would heartily recommend this to any movie buff, and especially to those who are likely to continue on to read the novel on which the film is based.",positive
23816,"If you are hoping for ANYTHING new, you have chosen the wrong movie. Who can think that a movie that is a virtual replay of it's predeccesors can be good. Maybe the producer and maybe the director but hopefully they were not serious when they made this THING. This whole movie is like making a greatest hits DVD of the 1st 3 films, but changing the actors. BHHAAAAD.",negative
26858,"<br /><br />A few years ago I bought a movie called The Cellar. I had heard that it was supposed to be a great movie, but it turned out that it was a flop and a B-Movie.<br /><br />The story is good, but there are no good effects in the movie. (Maybe they didn't have enough money for that on the budget???).<br /><br />If you choose to watch this movie be sure to watch it three times. The first, only and last time!!!",negative
39553,"The Dukes of Hazzard will academy awards!! Best actor and actress 4 the persons who can say with a straight face that this was a great movie.<br /><br />This ""movie"" was a torture to watch. So sad how an weekly half hour entertainment was destroyed by these amateurs.The only good thing about this crap was the car! I remember when Daisy was a real threat to look 4ward 2. Who's the moron that decided that Jessica Simpson is hot?! We know she can't act but come on. In the TV show Daisy was a fox and brunette.<br /><br />All members who contributed in these waste of time please please please don't even think about makin a sequel, a prequel or anything that's got 2 do with a former TV show.<br /><br />I gave a empty DVD so this ""movie"" could be burned 4 me. I sat trough it and i want my money back!",negative
15198,"I remember watching this in the 1970s - then I have just recently borrowed a couple of episodes from our public library.<br /><br />With a nearly 30 year hiatus, I have come to another conclusion. Most of the principals interviewed in this series - some at the center of power like Traudl Junge (Hitler's Secretary),Karl Doenitz (head of Germany's navy) Anthony Eden (UK) - are long gone but their first hand accounts will live on.From Generals and Admirals to Sergeants, Russian civilians, concentration camp survivors, all are on record here. <br /><br />I can remember the Lord Mountbatten interview (killed in the 1970s) <br /><br />This is truly a gem and I believe the producer of this series was knighted by Queen Elizabeth for this work - well deserved.<br /><br />Seeing these few episodes from the library makes me want to buy the set.<br /><br />This is the only ""10"" I have given any review but I have discovered like a fine bottle of wine, it is more appreciated with a little time...",positive
27960,"What was there about 1939 that helped produce so many excellent Hollywood films? Well, whatever it was, the magic may also be found in this Columbia picture. It's a long forgotten screwball comedy that Turner Classic Movies has begun to show. (Maltin's movie book does not contain it.) In nearly every department, Amazing Mr. Williams is a jewel.<br /><br />It's the story of a first-rate police detective who can never find the time to marry his intended. As the wedding bells are about to ring, he gets called to the scene of a murder. The lady in question has to learn the hard way not only to enjoy the pursuit of criminals but to belong to the police force. There are a lot of laughs in the process.<br /><br />Melvyn Douglas proved again that he had few peers in light comedy. Joan Blondell was at the peak of her career and is a delight. Edward Brophy and Donald McBride are hilarious.<br /><br />The film goes on a bit too long, but who cares? The screwball comedies are always able to entertain, and this film belongs right in there with the best.",positive
18253,"This is a truly abysmal `LOCK STOCK' clone with a stellar cast and a terrible script. I have no idea why so many top British actors signed up to this junk, they must have been bribed. A miss match of a storyline goes on forever and ever and ever and if I hadn't have paid good money for it I'd have turned it off after 10 minutes. Not the worst film ive ever seen, that honour goes to the truly pathetic used bogroll of a movie' (I use the term loosely) `GUMMO' (I feel like suing that so called `director' for the lost hour and a half of my life) but this trash is nearly right down there with it. Definitely one of the worst 5 films I have ever seen. Stuff like this reminds Hollywood that they don't have a monopoly on truly awful films.",negative
48575,The movie starts little cute. There are a number of revolting scenes. People in toilets. GOOD actors wasted and the original television series has all but ruined here. This did not need to be crude.<br /><br />Forget it. Find the tv show. Disney at new low.,negative
36412,"A beautiful, sensitive film that brings home the futility and cruelty of wars no matter what the so-called reasons. The performance of Cage and Cruz were quite impressive, but it is to the older Greek characters that go the highest praises. Irene Papas is as gorgeous as ever! Though some scenes seems a little long at times, this film will be a heavy Oscar contender.",positive
15104,"This movie was poorly conceived, poorly written and poorly acted. All of the characters were two-dimensional. It was a real amateur attempt. The movie was fundamentalist Christian propaganda. The Christian characters are holier-than-thou and they are without a shred of compassion for the skeptic or the undecided characters. The movie was a real ""gotcha"" for both the skeptic character and myself as a viewer, putting us in a very uncomfortable situation. I complained to the theater management and was given a free pass to another movie. I remember another movie on a similar subject, ""The Rapture,"" starring Mimi Rogers, that was much better and professionally done. I think I'll watch ""The Rapture"" again. If you attend ""Unidentified"" and don't like it, don't say I haven't warned you.",negative
18030,"Believe me, I like horror movies. I like science fiction movies. I like independent films. And, I like low-budget, B movies. <br /><br />Sometimes, I even like bad acting, plodding scripts, wooden lines, improbably situations, and the like. However, I did not like Christmas on Mars. <br /><br />It just doesn't work on so many levels. For all the reasons listed previously, and many more. That includes the nonsensical, blatant use of images of female genitalia. And the many allusions to male genitalia, in a very Freudian way.<br /><br />I am convinced this is purely from ineptitude. As opposed to some attempt at doing something really different. I mean any movie that takes years to film, just cannot keep up the level of congruity and focus demanded by modern audiences.<br /><br />I had hoped that the whole movie was just a dream or hallucination by the main character. However, sadly, it was meant to have happened, as we saw things unfold on screen. <br /><br />About the only kindness that I can express, is that the image at the end was stupendous. If this had been used at the beginning, instead of the end, it could have allowed the film to take off where 2001 ended... <br /><br />To bad they didn't try that instead. I just don't understand what was so important about this film that it even had to be made. Was it the plot? Surely, it couldn't be. Was it the characters? I doubt it; I mean, I could live without knowing about Ed 15. Was it the dialog? Emphatically, no. The music? Perhaps, but more-likely the unvarnished ego of the principals needing to be stroked. <br /><br />Much better efforts have died on the cutting room floor.",negative
8135,"Natalie Wood portrays Courtney Patterson, a polio disabled songwriter who attempts to avoid being victimized as a result of involvement in her first love affair, with her partner being attorney Marcus Simon, played tepidly by Wood's real-life husband, Robert Wagner. The film is cut heavily, but the majority of the remaining scenes shows a very weak hand from the director who permits Wagner to consistently somnambulate, laying waste to a solid and nuanced performance from Wood, who also proffers a fine soprano. The script is somewhat trite but the persistent nature of Wagner's dramatic shortcoming is unfortunately in place throughout, as he is given a free hand to impose his desultory stare at Wood, which must be discouraging to an actress. The progression of their relationship is erratically presented and this, coupled with choppy editing, leads the viewer to be less than assured as to what is transpiring, motivation being almost completely ignored in the writing. Although largely undistinguished, the cinematography shines during one brief scene when Wood is placed in a patio and, following the sound of a closing door, remains at the center while the camera's eye steadily pulls away demonstrating her helplessness and frailty. More controlled direction would have allowed the performers, even the limp Wagner, to scale their acting along the lines of an engaging relationship; as it was released, there is, for the most part, an immense lack of commitment.",negative
16536,"John Water's (""Pink Flamingos""...) ""Pecker"" is the best movie I've seen in a while. It gives the viewer a surreal image of life in Baltimore (I live in nearby Washington, DC), with a Warhol-like use of color, exaggerated motions and emotions. Pecker becomes larger than his town can handle, and he is separated from his loved-ones (including a sexy Ricci) by his man-loving art manager. The picture left a refreshing taste in my mouth--kind of like a fresh strawberry ice cream on a hot summer day--and though this taste was rather flat and simplistic, it only made the whole thing more profound and critical. It is a celebration of life, liberty, and the right to bear arms...and everything else this country stands for. -Juan Pieczanski (jpieczanski@sidwell.edu)",positive
15284,"Oddball black-comedy romance featuring a great cast and a less than stellar script. Brenda Blethyn (""Lovely & Amazing"") is the title character 'Betty', a woman trapped in a loveless marriage with a man who is obviously having an affair with his beautiful, blonde secretary. Guess who's playing this minor role, yup! Naomi Watts (""Mulholland Drive"") must of sandwiched this project in before her superstar status was insured with the blockbuster thriller ""The Ring.""<br /><br />On the male side of the cast list there's the woefully miscast Alfred Molina (""Frida"") an old-fashioned undertaker who suddenly decides to reveal his desires for 'Betty' which have lain dormant for decades. Perhaps Miramax is hoping Molina's turn in the upcoming ""Spider-Man 2"" might generate some interest in this little trinket which belongs on the DVD rental shelf.<br /><br />But the award for wildest thankless performance goes to Christopher Walken (""Catch Me if You Can"") who goes completely over the top as 'modern' undertaker with his Vegas-style funerals in a small provincial town. His character must have parachuted into the village because there's little reason for him to exist in this script.<br /><br />That said, if you'd like to see some top-notch actors engage in some low-brow humor then this one's for you, and if this isn't your cup-of-tea then try renting ""Harold and Maude,"" the ultimate funeral movie that's still funny to this day.",negative
41745,"If you value your life in any way, shape, or form, you will do yourself a courtesy and pass by this seemingly ""interesting"" movie on the DVD rack.<br /><br />I know what you're thinking, ""I saw the preview and it looked GREAT!"" However, buyer beware, I fell into the same trap. One of my friends expressed certain reluctance to watching this movie, but I forced her to sit it out. Oh, how I regret that decision.<br /><br />Like most horror movies, the movie starts out cheerfully in a sunny Mexican resort where two couples are lured to an ancient Mayan Ruin by a fellow resort-goer. Upon arrival, they are disturbed by the appearance of two jungle people who are all but oblivious to their greeting shouts. As if this isn't ominous enough, the tour group casts aside large plant growth and declares an unused path consumed by wildlife a perfect route to their destination. I guess it wouldn't be much of a movie if they utilized rational decision making and turned around just then, but, well, this wasn't much of a movie anyways.<br /><br />After some hiking, the sixsome (the resort goer brought a friend) stumble upon the ruins and at once their doubts are dispelled by its beauty and history. That is, until frantic tribal people emerge from the jungle armed with a vengeance for no reason in particular, shouting in an indecipherable language. Since when are brutal verbal assaults assuaged by calm, patronizing language - don't ask me - but nonetheless, the cast tries anyway, to no avail, obviously. Suddenly, the sixth trail member, Dimitri, is punctured with several arrowheads from the Mayans and all hell breaks loose. A gunshot finishes the job and the horrified travelers retreat quickly up the ruin.<br /><br />Now, if there was ever a plot to this movie, it ended here. The introduction took at most 20 minutes and it was unfortunately the best 20 minutes of the movie. On top of the ruins, the now fivesome realizes they are stranded by murderous locals and proceed to make countless good decisions, one of them being to use a withered rope to lower one of their members into the bowels of the ruin. Needless to say, the adventurer is seriously hurt and then trapped within the ruins and the two girlfriends are gravely injured trying to rescue him.<br /><br />The rest of the movie continues plotlessly, with no real horror, only only blood and gore, as displayed when one girl yanks a plant growing within her out, gushing torrents of blood and then again when somebody's legs are cut off, only to have the same plat from within the girl strangle him later.<br /><br />My only satisfactions in this movie were observing the very attractive Jonathon Tucker, playing Jeff McIntire, grow increasingly more frazzled and distressed and sitting long enough to ascertain that almost all of the cast dies a horrible, gruesome death. Their simulated pain seems an adequate compensation for the time suck that was this movie.<br /><br />Supposedly, the storyline goes that the ruin is an ancient house of of dangerous spirits with an evil, flesh eating plant to ward off and consume unlucky visitors. Unfortunately, I got no such warning from screaming bloodthirsty plants and the only evil thing relating to this movie that I am truly horrified by is the script writer.",negative
18379,"This movie is the first time movie experience for several people in the cast. All of them are experienced actors and have played in several TV series and plays. Sahan Gokbakar is a well known comedian in Turkey. It's kind of strange to see him in a thriller, while he is at the peak of his comedy career in Turkey. This movie is Togan Gokbakar's first long shot and pretty much the first experience as a director. But they all did a good job. We are happy to see such enthusiastic young cast. They seem very promising for the future of the Turkish film Industry. Doga Rutkay being long time sweetheart of Sahan Gokbakar, is also a talented actress, who is known for her recent play in ""number 27"" theatrical play and several TV series.",positive
7787,"I saw ""Caddyshack II"" when I was ten and I mostly laughed because of the horse scene. I should have realized that the movie was as empty as...I can't come up with a good comparison. It's stupid and not even really funny. The cast members from the original who chose not to star in this made probably the best choices that they ever made in rejecting this; why, oh why, did Chevy Chase return?! And how on earth did Jackie Mason, Robert Stack, Dyan Cannon and Dan Aykroyd get involved in this swill?! I bet that every person who had his/her name even remotely attached to this junk (e.g., the caterer) is ashamed beyond redemption. So, all in all, it's beyond dreadful, terrible, and everything such. Avoid it like you would the Ebola virus.",negative
47008,"I am a 20 year old bloke from England. I don't cry at films. But this one moved me. I cried like a girl! This is absolutely the most moving film I have ever seen, even though the story was questionable. Joseph Mazello's little face when he dreams of crying made me sob every time. How could anyone hurt such a sweet looking kid? I'm going to cry now just thinking about it! Remarkable.",positive
9274,"As part of an initiation prank Julie (Meg Tilly of Psycho 2) has to spend the night in a mausoleum, but Karl Rhamarevich, a master of telekinesis has recently died and been put in there. When Julie's fellow sorority sisters desecrate where he's housed the real terror starts.<br /><br />This little flick had a good deal of atmosphere and I enjoyed the build up, plus the last twenty minutes are just plain great. Anyone who's looking for a lost gem of an '80's horror movie needn't look any further. Highly under-appreciated. Plus Elizabeth Daily is adorable.<br /><br />My Grade: B <br /><br />Media Blaster DVD Extras: Disc 1) Commentary with director Tom McLoughlin and co-writer Michael Hawes; and trailers for ""the Being"", ""Frankestien's Bloody Terror"", ""Just Before Dawn"", & ""Devil Dog"" Disc 2) Alternate director's cut (that's almost unwatchable due to a bad print) & Behind-the-scenes featurette",positive
47536,"I passed this one on the shelf a few times, looking at the myriad of huge positive quotes (with tiny names) on the front and wondering if I was missing something. The other night it was on one of the movie channels, and I tuned in. I missed nothing.<br /><br />I must admit that I only watched the first 30 minutes. Perhaps the movie becomes comedy gold after that. Given the slow, plodding pace and complete lack of laughter in the first 30, I seriously doubt it.<br /><br />The lead character starts the movie in classic ""I don't know how to start my movie"" style, with a long, tiresome monologue about how he doesn't want to get sued. It's not funny. It's not even remotely funny. Others have commented on the ""San Franclisco"" bit; ok, a small chuckle the first time he says it. Then he grinds it into the ground, smiling at the camera like it's the funniest thing ever written. Get over yourself. In fact, I think the talking to the camera bit was the reason I instantly disliked the film. Don't assume familiarity with your audience. Familiarity is _earned_, much like respect.<br /><br />From there you basically have a fat whiny guy talking in a very effeminate way about his dull life as a temp. I didn't realize he's Jewish; it's a discredit to Jewish comedians to call this ""Jewish humor"". It's just unfunny humor. Just because you're Jewish doesn't mean you have a knack for the comedy. A WASP, Spalding Gray, does a better job of self-analytical humor than this guy, so obviously it's not about ethnicity.<br /><br />If one of the bits I had seen had worked, I might have stuck around. But some schlub going on about how much he loves the names of the women he works with, then listing them for five long minutes, doesn't make a great movie.<br /><br />This is an obvious attempt to capitalize on the popularity of ""Office Space"". Don't let yourself become a victim of target marketing. Just say no to ""Haiku Tunnel"".",negative
4950,"Joe D'Amato might have made some other notable movies in his very long and very prolific career- prolific, of course, by turns of making VERY cheap Z-grade movies in Italy's big exploitation boom of the late 70s early 70s- but Porno Holocaust isn't one of them, or at least shouldn't be. Granted, I should not expect much from a movie with such a title, but I thought considering the back of the box's description that it might have some fun horror scenes with the ""horny, mutant, cannibal zombie"". Turns out the zombie doesn't appear until more than halfway into the movie, and at every turn we get instead a tawdry sex scene as hardcore as one can imagine. Which is fine. But it's not very enjoyable, except in the most ""what the f*** is this BS"" kind of way. There's laughable dialog involving lobsters costing more from mail-order Japan than in Paris, hot, slim women play biologists and zoologists who have particular sexual hang-ups (letting the door be unlocked to be raped, and a bi-polar kind of enjoyment out of getting gang-banged).<br /><br />It all leads up to the island, where the ""main attraction"" is a guy who early on just spends an absolutely pathetic (forget ludicrous) amount of time just staring at the newcomers to the radioactive wasteland of the shot-on-Caribbean island, and once revealed has a face like one of the guards in Jabba's palace and has a sweet potato for a main genital. But much dumber than anything before it is the ""relationship"" that develops between the monster and a dark-skinned lady who has an inordinate amount of time to escape, but just sits there, blank-faced, as the monster brings gifts and for what must be a racially-motivated exploitation move on the part of the filmmakers the monster ONLY rapes and kills the white women, and not her. And it ends, of course, with a ""happy"" ending. I use quotes, of course, out of a kind of shock that this could have any kind of legitimate ending at all.<br /><br />Bottom line, this is NOT what you might expect, as possibly being a bloody horror movie with plenty of tacky but cool looking Italian monster-zombies devouring human flesh. If anything what violence is in the film is done on a shoe-string; a log hit to the face is immediately cut to the bloody aftermath, which is like the aftermath of a tomato hitting someone. So really, the last part of the title is meant more for market sake. Yet even as a porno movie it has little to go on except as a reason for the cast and crew to get a paid vacation to the Caribbean (as an interview with George Eastman suggests, this was just one of a few quickies made while on the island). Its got penny-bought schlocky camera-work and similar actors, filled with genitalia about 3/4 of the whole time and with wretched lip-syncing and music like Nino Rota forced at gun-point to make something snappy in a bordello, and it's STILL a piece of celluloid dung all the same; all of this could be an immense guilty pleasure, but it isn't.",negative
43966,"I would recommend this for anyone who is an admirer of the late John Cassavetes. And for those who have never known of Cassavetes. It is an excellent film. I really don't have the time to go into the details of why this is my opinion, but if you're looking for something gutsy, with lots of scenes to mull over, then this one is for you. The cinematography is perhaps one of the most interesting aspects of the film, as well as the story itself. This ""review"" does not do the film justice. It is an experience one must view for themselves. LOTS OF CHARACTER. VERY GENUINE.",positive
38566,"Yet again not quite bad enough to make it enjoyable. In fact this one is just boring. It's reasonably well made, even though the script is bad, the effects are OK and the acting average. (Apart from James Mason who is always great, but in this one underused)<br /><br />I suppose it is hard to write anything about this film because it didn't evoke any reaction in me what so ever.<br /><br />Dull, dull, dull, dull, dull.",negative
45208,"I recently watched this, but when it started I had no idea what the concept was about, what the topic was.....in short - I had no idea what it was. Was it a documentary, was it a comedy routine.....Well, it was BOTH.<br /><br />It started a little slow, but I think that's because I had absolutely no idea what type of program I was viewing. But it quickly sucked me in. The episode I watched had Robert Wuhl discussing fact and fiction in history. Mainly how we (american's) learn history that isn't really true - and how we got to learn what we did. He did this in such a way as to keep the viewer completely entertained, and interested. I actually learned a few things and that is a true indicator of how effective this type of program can be.<br /><br />I would love to see this picked up as a series for HBO. I believe it can be just as fun and effective with a variety of topics - especially if they are ""taught"" in the same type of manner as this episode.",positive
12613,"I saw Ray when it first came out. Why? Partly, because of the advertising hype, secondly because I just loved the heck outa Ray Charles's music. But not being around when his biggest things in music and his life happened, I wanted to learn more about the man's life. And in this film, I did. His addiction to drugs was something I didn't know, and the film let us know.<br /><br />But here's the thing, while this was a decent autobiographical film...I cannot say it was a ""great"" film. I've seen ""Malcolm X"" and was blown away. Same with ""What's Love Got To Do With It"" and ""Bird"". The performances of each of those films was outstanding. I wasn't just drawn into the main characters in those films - who did incredible jobs - but to those around them as well. That helps make a picture to me.<br /><br />I felt that at some parts of this film was shallow and heavy handed for emotional appeal. And yes, I'll admit at certain parts of the film I almost fell asleep. And the film was too long. And the film left out several ""other"" important details of Ray Charles life that would have made the film flow better. The film got ""choppy"" to me in certain parts. And the film seemed to end with a whimper, not a bang - certain parts, including the ending played like a tacked on ""Lifetime"" cable network movie to me. I expect more outa cinema.<br /><br />So -- where does my ambivalence come in? With Jamie Foxx's performance. Overall, he did -- okay. Not Denzel Washington's Malcolm X or Angela Bassett's Tina Turner's spectacular, but...okay.<br /><br />Sorry folks, but to me, there were several points in the film where I saw Jamie Foxx's interpretation of Ray Charles, and in others - thanks to the wonderful camera angles and lighting - he ""looked"" like Ray Charles. But I paid attention to the ... acting. An actor has to make you believe he IS the character he is playing. Not make a caricature of the character. Did I believe Jamie Foxx was Ray on the screen? Sometimes yes -- sometimes no.<br /><br />Did Jamie Foxx deserve a Golden Globe? You betcha. Does he deserve an Oscar...? Depends on who's he's up against. He's got a few major competitors there, and he might just edge them out. But then again...maybe not. If Jamie Foxx doesn't win, I will not stand up and say ""he was robbed"". I wont particularly feel that he had been.<br /><br />This was a decent film with decent performances and a decent story. A ""great"" autobiographical film of the late Ray Charles? No. Somewhere out there, I feel there IS a great film about Ray Charles just waiting to be made, and an actor that will blow you completely away in doing so.",positive
9085,"I was not very excited to see this movie in the first place but a group of us decided to go see it on opening night. I felt like getting up and walking out and attempting to get my money back 20 minutes into this film. I felt that the movie was very boring, uninteresting, and not true in many aspects including ""gaming"". I tried my best not to fall asleep during the movie as i watched one of the worst horror films i have ever seen. The scary movie series was scarier than this movie. The sad attempt to pull in a Gothic girl, an overworked business man, and 15 year old geek, and some random guy into a video game that kills you is a bad plot to begin with. Then they try to throw in a very horrible love scene where the main character kisses another girl after saving her 10 minutes after his girlfriend was murdered. The theater was packed when the movie started by then end a little over half of the people had left before it was over. If you feel the need to waste only 1 hour and 16 minutes of your time seeing this movie ... prepare to feel cheated.",negative
41954,"I have spent the last week watching John Cassavetes films - starting with 'a woman under the influence' and ending on 'opening night'. I am completely and utterly blown away, in particular by these two films. from the first minute to the last in 'opening night' i was completely and utterly absorbed. i've only experienced it on a few occasions, but the feeling that this film was perfect lasted from about two thirds in, right through till the credits came up. everything about this film, from the way it was shot, the incredible performance of Gena Rowlands, the credits, the opening, the music, the plot, the sense of depth, the pace, the tenderness, the originality, the characters, the deft little moments.... for me, is truly sublime. i couldn't agree more with the previous comment about taking it to a desert island because the sheer depth of this film is something to behold. if your unlucky enough to have a house fire, i guarantee that instead of making a last ditch attempt to rescue that stash of money under your bed, you'll be rescuing your copy of this film instead.",positive
13904,"Movies seem to fall into two categories: films that reinforce existing societal values and beliefs, and those that challenge them. This film is a 180-degree shift from the idealistic rhetoric portrayed in offerings like ""The Longest Day"" and ""The Green Berets"" which seem more like Disney fantasies by comparison. The ""Apocalypse Now!"" project, the production and resulting film, is ""Heart of Darkness"" updated into a psychological horror story of the late 20th century post-modernist variety. The cast and crew who worked on it probably could relate to the terrifying places the human mind can achieve. This is the plight of Joseph Conrad's original character Kurtz who came into literary being in 1901 and subsequently referenced in TS Eliot's ""The Hollow Men"" (Mistah Kurtz, he dead) of 1925. Although neither a straight telling of Conrad's ""Heart of Darkness"" (1901) nor a first-hand account of the Vietnam experience, ""Apocalypse Now!"" stands as a masterpiece which pushed on the envelope of cinematic potential. ""Apocalypse"" is not just about the ""horrors"" of war per se, like ""Platoon"" and ""The Deer Hunter"", but the darker sensibilities of human nature as revealed through the raw and demeaning confrontations of violent conflict on a mass scale. Apocalypse Now! is not so much seen as experienced.<br /><br />The bulk of the movie is the journey of a trained secret assassin, Captain Benjamin Willard (Martin Sheen in a tour-de-force performance), aboard a US military boat traversing an unnamed river into the heart of Vietnam and Cambodia where few westerners would ever tread. His mission is to terminate Colonel Kurtz (Marlon Brando), a career army Special Forces Division officer who was the darling of the US Military until he went AWOL and renegade in the deep uncharted jungles between Vietnam, Laos and Cambodia. The official classified report is that the colonel has gone insane but as events play out, something else has happened to him that is far more terrifying than simply insanity. Sheen's mission is to terminate the colonel with the American public none the wiser.<br /><br />The movie is rather episodic. The journey along the river is made up of several vignettes as Sheen and his crew meet different self-contained ""aspects"" of the war at the ground level. American audiences of the 1970's had probably never seen this kind of film-making before, with the possible exception of ""The Deer Hunter"" which was released in the previous year. The first, and one of the most notable, is an helicopter battalion led by Col Kilgore (Robert Duvall in an Oscar-nominated performance) who is a cross between General Robert E Lee and Richard Wagner. He loves to play ""Ride of the Valkyries"" from Wagner's ""The Ring"" when he bombards helpless villages. His line ""I love the smell of Napalm in the morning"" is one of those oft-quoted lines from the annals of cinema. Other encounters include an amphitheater where enlisted privates will be entertained by the likes of Hugh Heffner and Playboy bunnies.<br /><br />Despite all the production catastrophes that impeded getting this footage into the can, the remarkable aspect of this film is its pacing. The original release (not the later Redux version) does a fine of job of building until the viewer is emotionally prepared to deal with the climactic confrontation between Willard and Kurtz. The strange discourse between Willard and Kurtz is worth the price of admission alone. And some of the shots of both Sheen and Brando in certain places are some of the starkest and terrifying images ever produced on film. Not even the likes of Clive Barker, Wes Craven or David Cronenberg have anything on Coppola in terms of horrific imagery. Brando's Kurtz in one scene in particular is so utterly terrifying it makes most other horror movies seem tame by comparison, which comes from the recognition that the horror is not from without but from within.<br /><br />Without giving too much away, Coppola's solution to the climactic moment stands as one of the most innovative of cinematic revelations. According to the documentary ""Hearts of Darkness"", Coppola feared that the inevitable final scene would lapse into melodrama, and the atmosphere of the movie's darker hues would be compromised. He wasn't sure how he could make it work until his wife encouraged the director to witness the ceremonial sacrifice of an ox as practiced by the native people with whom Coppola was using as extras in the scenes with Kurtz at ""his"" village. After the viewing, Coppola had his ending, and it is one of the most simultaneously disturbing and beautiful sequences in the history of American film-making. Love it or hate it, no western viewer will be the same after seeing this scene.<br /><br />This film is not for all tastes just as Conrad's original novel is not the kind of book that will be read on airplanes. It's not just the violence and the pointlessness of violence that are difficult for most American viewers to absorb. It's the naked unveiling of aspects of the human condition that seem so removed from suburban American life that make this film difficult for the average movie-goer to handle, which is as it should be. Coppola did not make a family picture. However, if the viewer can understand its larger point, there is a lot to be gotten out of Apocalypse Now!. If you're looking for a film experience to reaffirm pre-existing attitudes about American sensibility and heroism, better stick with John Wayne. But if you're willing to be taken into places you've never been, even beyond ""the evils of war"" rhetoric, ""Apocalypse Now"" will take you into a world you thought you'd never visited before, and the disturbing part of it is that you may recognize it.",positive
2905,"Part of the movie's low rating is the emphasis on unemployment and the suffering we have to endure. While this is good for drama, in comedy, we know the pains it need not be emphasized. As a result Fun with Dick and Jane is not an appropriate title and I was just plain disappointed failing to see any fun with Dick and Jane. It is true that this is a copy from the movie of the same name, but it fails on the execution and the title was not appropriate for the story line.<br /><br />However, if the movie was retitled to be ""The Art of the Steal"" and the emphasis on bungling slapstick comedy more takes on the robbery and the plans to steal (stupidly of course) would have given the movie a major boost. While, at the same time the movie should show the CEO at least in the beginning to be a crook, so it will be easier to project the pains to someone responsible early on and just leave it at that. The movie suffers a viewpoint issue and with that in mind, a comedy cannot work if the viewpoint is not done properly. A scheming husband character who is that of a Wile E. Coyote on the Road Runner would be more funny, including the slapstick comedy. But in this case, a steal instead of the capture of the bird with complicate contraptions would be extremely funny here. I mean you can make many of these and put them in the movie. But since the viewpoint was done wrongly, the robbery part had to be limited.<br /><br />You will enjoy the movie the first 15 minutes (during Jim Carrey's great rise), but to make the problems they had to faced to be more comical since it is a comedy, that is the part that needs a major overhaul. It can be funnier, if problems were faced more like John Travolta's Civil Action during the downfall. That movie was a serious one but the problems they faced were somewhat comical.",negative
